Model Score Threshold,Accuracy
0.0,0.570918185066095
0.01,0.5741336191496963
0.02,0.5823508395855663
0.03,0.5855662736691676
0.04,0.5898535191139693
0.05,0.5930689531975706
0.06,0.5994998213647731
0.07,0.6034297963558414
0.08,0.6073597713469097
0.09,0.6087888531618435
0.1,0.6102179349767775
0.11,0.6127188281529118
0.12,0.6152197213290461
0.13,0.61664880314398
0.14,0.6187924258663808
0.15,0.6220078599499821
0.16,0.6216505894962486
0.17,0.6212933190425152
0.18,0.6252232940335835
0.19,0.6255805644873169
0.2,0.62486602357985
0.21,0.6252232940335835
0.22,0.6255805644873169
0.23,0.6298678099321187
0.24,0.6305823508395856
0.25,0.6348695962843873
0.26,0.6366559485530546
0.27,0.6395141121829224
0.28,0.638442300821722
0.29,0.6366559485530546
0.3,0.6355841371918542
0.31,0.6370132190067881
0.32,0.6380850303679886
0.33,0.6377277599142551
0.34,0.6370132190067881
0.35,0.6366559485530546
0.36,0.6348695962843873
0.37,0.6366559485530546
0.38,0.6366559485530546
0.39,0.638442300821722
0.4,0.639156841729189
0.41,0.6395141121829224
0.42,0.638442300821722
0.43,0.639871382636656
0.44,0.639871382636656
0.45,0.639871382636656
0.46,0.639156841729189
0.47,0.6373704894605217
0.48,0.632368703108253
0.49,0.632368703108253
0.5,0.6312968917470525
0.51,0.630939621293319
0.52,0.6305823508395856
0.53,0.6334405144694534
0.54,0.6334405144694534
0.55,0.6345123258306538
0.56,0.6312968917470525
0.57,0.6284387281171847
0.58,0.6284387281171847
0.59,0.6291532690246516
0.6,0.6291532690246516
0.61,0.6259378349410504
0.62,0.6227224008574491
0.63,0.6223651304037157
0.64,0.6223651304037157
0.65,0.6187924258663808
0.66,0.61664880314398
0.67,0.61664880314398
0.68,0.6145051804215791
0.69,0.615934262236513
0.7,0.6148624508753127
0.71,0.6145051804215791
0.72,0.61664880314398
0.73,0.6112897463379778
0.74,0.6120042872454448
0.75,0.6109324758842444
0.76,0.6077170418006431
0.77,0.6062879599857092
0.78,0.6045016077170418
0.79,0.6002143622722401
0.8,0.5980707395498392
0.81,0.5984280100035727
0.82,0.5952125759199715
0.83,0.5887817077527688
0.84,0.5837799214005002
0.85,0.5794926759556984
0.86,0.5712754555198285
0.87,0.5673454805287603
0.88,0.5609146123615577
0.89,0.5555555555555556
0.9,0.5462665237584852
0.91,0.5394783851375491
0.92,0.5330475169703466
0.93,0.5251875669882101
0.94,0.5187566988210075
0.95,0.5126831011075385
0.96,0.5008931761343337
0.97,0.48838871025366204
0.98,0.46873883529832083
0.99,0.4526616648803144
1.0,0.42908181493390496
